1479.95300968,-107.413186936,0.0
1475.06071748,1983.10921078,0.0
-628.736038406,-205.124887251,0.0
369.595053066,-980.339968397,0.0
580.273227382,1211.15832141,0.0
302.147041940,53.6396155784,0.0
1806.49672851,781.461598907,0.0
1232.49297994,-1100.77460300,0.0
967.709453007,452.953444018,0.0
1288.05640717,1269.35021199,0.0
2009.76912604,-676.971470328,0.0
908.714632659,-195.315104799,0.0
1958.54393803,120.632264238,0.0
752.996023200,-781.267330496,0.0
1364.49732877,-559.955908015,0.0
1778.00126575,1249.87400939,0.0
991.005978240,1631.43968243,0.0
-146.719126522,-123.989746139,0.0
1013.85706413,914.634061564,0.0
1655.41368271,392.280922662,0.0
1634.08943056,1604.55013822,0.0
1394.89908727,729.060055368,0.0
705.264897298,-1139.90737301,0.0
637.253426894,214.912507504,0.0
1798.88857786,-226.675933221,0.0
2081.73305192,1030.13578949,0.0
1308.97396435,328.454825415,0.0
1616.23861523,-838.159101759,0.0
971.659320786,1308.16338530,0.0
557.956591330,-373.772267663,0.0
1540.78567197,1068.69176480,0.0
1190.21024092,-321.831473497,0.0
1013.34100251,-910.979591184,0.0
1728.94383105,-571.395844350,0.0
993.287354974,151.496174689,0.0
601.103229650,-89.4967560904,0.0
1256.40452184,1736.94888372,0.0
834.695063090,-529.257443231,0.0
-402.195527331,16.6017748069,0.0
1699.74542278,16.4752573399,0.0
529.704370006,-1301.10671195,0.0
47.9998895567,165.458109747,0.0
1938.87338562,-428.900487333,0.0
1311.37867487,-836.268379926,0.0
747.526181678,1465.44297726,0.0
1526.14044037,1412.39464038,0.0
1238.27106729,885.933213683,0.0
361.374909480,1225.40035869,0.0
1103.30199032,-551.427673446,0.0
506.381662399,-666.901624193,0.0
798.516725875,1031.95353605,0.0
1502.92916311,212.758174160,0.0
-163.885843886,108.570080514,0.0
951.513721834,-1159.88483453,0.0
1347.55936301,1062.86775745,0.0
2015.45562295,817.407397095,0.0
1516.64760519,-342.640344369,0.0
383.709839295,303.454438010,0.0
1291.44493629,27.2391234064,0.0
1159.01583293,1455.48445201,0.0
1198.64300179,652.679478069,0.0
678.260613611,417.486790387,0.0
1094.47598148,-26.4271623401,0.0
1797.34713136,558.659109181,0.0
1404.35818657,-989.706482773,0.0
1401.82030124,1617.23179341,0.0
30.7104504022,-54.1763532963,0.0
1498.92491865,546.122485772,0.0
1862.54691681,1066.93154889,0.0
491.857945428,60.7319782401,0.0
1716.85164354,941.749114846,0.0
1533.11845959,-634.866478202,0.0
797.720830104,57.4733187299,0.0
492.215520626,1392.07658404,0.0
1275.33619721,-150.856934460,0.0
1499.91452465,1806.69773839,0.0
1972.04432218,649.377469444,0.0
-343.106737154,-214.408673897,0.0
1637.35304999,2162.48264694,0.0
1279.69461016,1956.40331159,0.0
582.847508748,-961.825751251,0.0
935.486883533,-739.245668284,0.0
1727.97001391,199.956007028,0.0
1465.77726106,-847.496727604,0.0
1142.46707315,1141.62102602,0.0
994.075919785,-386.788706354,0.0
662.544300902,-646.679843914,0.0
663.284229845,-241.489123609,0.0
866.805794651,1188.94836661,0.0
1329.69387799,1459.29072068,0.0
1593.52199283,734.925719514,0.0
1116.30439958,1844.27804120,0.0
2004.17826285,1186.76422432,0.0
832.890452425,249.974006922,0.0
363.741409982,-176.159396475,0.0
