,sampleType,structureType,scenario,design,run,year,type,quantity,treeQuantity
0,notUsed,tree,Use trees - notUsed,Use trees,0,0,total,136788.91722639362,136788.91722639362
1,notUsed,tree,Use trees - notUsed,Use trees,0,0,dead,958.455173425722,958.455173425722
2,notUsed,tree,Use trees - notUsed,Use trees,0,0,high,0.0,0.0
3,notUsed,tree,Use trees - notUsed,Use trees,0,0,carrySuit,0.0,0.0
4,notUsed,tree,Use trees - notUsed,Use trees,0,1,total,134583.04003388598,134583.04003388598
5,notUsed,tree,Use trees - notUsed,Use trees,0,1,dead,2563.8007519346997,2563.8007519346997
6,notUsed,tree,Use trees - notUsed,Use trees,0,1,high,0.0,0.0
7,notUsed,tree,Use trees - notUsed,Use trees,0,1,carrySuit,0.0,0.0
8,notUsed,tree,Use trees - notUsed,Use trees,0,2,total,133323.28594137207,133323.28594137207
9,notUsed,tree,Use trees - notUsed,Use trees,0,2,dead,2539.0288300329908,2539.0288300329908
10,notUsed,tree,Use trees - notUsed,Use trees,0,2,high,0.0,0.0
11,notUsed,tree,Use trees - notUsed,Use trees,0,2,carrySuit,0.0,0.0
12,notUsed,tree,Use trees - notUsed,Use trees,0,0,total,135959.89244758824,135959.89244758824
13,notUsed,tree,Use trees - notUsed,Use trees,0,0,dead,997.8039072072858,997.8039072072858
14,notUsed,tree,Use trees - notUsed,Use trees,0,0,high,0.0,0.0
15,notUsed,tree,Use trees - notUsed,Use trees,0,0,carrySuit,0.0,0.0
16,notUsed,tree,Use trees - notUsed,Use trees,0,1,total,133726.9386848987,133726.9386848987
17,notUsed,tree,Use trees - notUsed,Use trees,0,1,dead,2554.448433254689,2554.448433254689
18,notUsed,tree,Use trees - notUsed,Use trees,0,1,high,0.0,0.0
19,notUsed,tree,Use trees - notUsed,Use trees,0,1,carrySuit,0.0,0.0
20,notUsed,tree,Use trees - notUsed,Use trees,0,2,total,130508.77403126481,130508.77403126481
21,notUsed,tree,Use trees - notUsed,Use trees,0,2,dead,2482.377025502528,2482.377025502528
22,notUsed,tree,Use trees - notUsed,Use trees,0,2,high,0.0,0.0
23,notUsed,tree,Use trees - notUsed,Use trees,0,2,carrySuit,0.0,0.0
24,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,total,136948.61410446675,136948.61410446675
25,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,dead,972.2893390669876,972.2893390669876
26,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,high,0.0,0.0
27,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,carrySuit,0.0,0.0
28,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,total,137325.7407922055,137325.7407922055
29,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,dead,2607.4427256793465,2607.4427256793465
30,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,high,0.0,0.0
31,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,carrySuit,0.0,0.0
32,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,total,136453.09043055715,136453.09043055715
33,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,dead,2619.7099604420423,2619.7099604420423
34,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,high,0.0,0.0
35,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,carrySuit,0.0,0.0
36,notUsed,tree,Use trees - notUsed,Use trees,0,0,total,135986.98983219464,135986.98983219464
37,notUsed,tree,Use trees - notUsed,Use trees,0,0,dead,1001.662315959999,1001.662315959999
38,notUsed,tree,Use trees - notUsed,Use trees,0,0,high,0.0,0.0
39,notUsed,tree,Use trees - notUsed,Use trees,0,0,carrySuit,0.0,0.0
40,notUsed,tree,Use trees - notUsed,Use trees,0,1,total,134006.3521469938,134006.3521469938
41,notUsed,tree,Use trees - notUsed,Use trees,0,1,dead,2559.369856925602,2559.369856925602
42,notUsed,tree,Use trees - notUsed,Use trees,0,1,high,0.0,0.0
43,notUsed,tree,Use trees - notUsed,Use trees,0,1,carrySuit,0.0,0.0
44,notUsed,tree,Use trees - notUsed,Use trees,0,2,total,131343.6685652643,131343.6685652643
45,notUsed,tree,Use trees - notUsed,Use trees,0,2,dead,2512.3637195750493,2512.3637195750493
46,notUsed,tree,Use trees - notUsed,Use trees,0,2,high,0.0,0.0
47,notUsed,tree,Use trees - notUsed,Use trees,0,2,carrySuit,0.0,0.0
48,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,total,136542.45912275426,136542.45912275426
49,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,dead,983.3457651125394,983.3457651125394
50,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,high,0.0,0.0
51,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,carrySuit,0.0,0.0
52,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,total,136249.97659923352,136249.97659923352
53,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,dead,2597.6202138655453,2597.6202138655453
54,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,high,0.0,0.0
55,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,carrySuit,0.0,0.0
56,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,total,135008.32595220456,135008.32595220456
57,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,dead,2597.213920765344,2597.213920765344
58,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,high,0.0,0.0
59,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,carrySuit,0.0,0.0
60,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,total,273499.3040161275,273499.3040161275
61,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,dead,1945.6186355022755,1945.6186355022755
62,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,high,0.0,0.0
63,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,carrySuit,0.0,0.0
64,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,total,272419.82487686386,272419.82487686386
65,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,dead,5222.051089445731,5222.051089445731
66,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,high,0.0,0.0
67,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,carrySuit,0.0,0.0
68,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,total,270310.77742728905,270310.77742728905
69,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,dead,5163.211608083941,5163.211608083941
70,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,high,0.0,0.0
71,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,carrySuit,0.0,0.0
72,notUsed,tree,Use trees - notUsed,Use trees,0,0,total,136349.5289297309,136349.5289297309
73,notUsed,tree,Use trees - notUsed,Use trees,0,0,dead,957.0183474455085,957.0183474455085
74,notUsed,tree,Use trees - notUsed,Use trees,0,0,high,0.0,0.0
75,notUsed,tree,Use trees - notUsed,Use trees,0,0,carrySuit,0.0,0.0
76,notUsed,tree,Use trees - notUsed,Use trees,0,1,total,135713.1416652543,135713.1416652543
77,notUsed,tree,Use trees - notUsed,Use trees,0,1,dead,2605.3955754163267,2605.3955754163267
78,notUsed,tree,Use trees - notUsed,Use trees,0,1,high,0.0,0.0
79,notUsed,tree,Use trees - notUsed,Use trees,0,1,carrySuit,0.0,0.0
80,notUsed,tree,Use trees - notUsed,Use trees,0,2,total,134350.62707410075,134350.62707410075
81,notUsed,tree,Use trees - notUsed,Use trees,0,2,dead,2591.2492896411995,2591.2492896411995
82,notUsed,tree,Use trees - notUsed,Use trees,0,2,high,0.0,0.0
83,notUsed,tree,Use trees - notUsed,Use trees,0,2,carrySuit,0.0,0.0
84,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,total,136659.4921246807,136659.4921246807
85,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,dead,946.2378856374263,946.2378856374263
86,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,high,0.0,0.0
87,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,carrySuit,0.0,0.0
88,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,total,136725.0522629327,136725.0522629327
89,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,dead,2612.261723086767,2612.261723086767
90,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,high,0.0,0.0
91,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,carrySuit,0.0,0.0
92,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,total,135508.65520794023,135508.65520794023
93,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,dead,2599.0173882365248,2599.0173882365248
94,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,high,0.0,0.0
95,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,carrySuit,0.0,0.0
96,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,total,274113.5381246629,274113.5381246629
97,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,dead,1929.5730052183721,1929.5730052183721
98,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,high,0.0,0.0
99,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,carrySuit,0.0,0.0
100,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,total,273890.26419939304,273890.26419939304
101,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,dead,5252.1350489504075,5252.1350489504075
102,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,high,0.0,0.0
103,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,carrySuit,0.0,0.0
104,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,total,272130.813231759,272130.813231759
105,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,dead,5209.691563482513,5209.691563482513
106,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,high,0.0,0.0
107,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,carrySuit,0.0,0.0
108,notUsed,pole,Use poles - notUsed,Use poles,0,0,total,158.91620693896266,496.79833217177367
109,notUsed,pole,Use poles - notUsed,Use poles,0,0,dead,0.0,3.794770519680542
110,notUsed,pole,Use poles - notUsed,Use poles,0,0,high,33.26309358489475,0.0
111,notUsed,pole,Use poles - notUsed,Use poles,0,0,carrySuit,0.0,0.0
112,notUsed,pole,Use poles - notUsed,Use poles,0,1,total,158.91620693896266,498.16203414580514
113,notUsed,pole,Use poles - notUsed,Use poles,0,1,dead,0.0,8.997333501321869
114,notUsed,pole,Use poles - notUsed,Use poles,0,1,high,33.26309358489475,0.0
115,notUsed,pole,Use poles - notUsed,Use poles,0,1,carrySuit,0.0,0.0
116,notUsed,pole,Use poles - notUsed,Use poles,0,2,total,158.91620693896266,499.21606697171995
117,notUsed,pole,Use poles - notUsed,Use poles,0,2,dead,0.0,9.837587062314052
118,notUsed,pole,Use poles - notUsed,Use poles,0,2,high,33.26309358489475,0.0
119,notUsed,pole,Use poles - notUsed,Use poles,0,2,carrySuit,0.0,0.0
120,notUsed,tree,Use trees - notUsed,Use trees,0,0,total,137628.08706397275,137628.08706397275
121,notUsed,tree,Use trees - notUsed,Use trees,0,0,dead,1039.301936503076,1039.301936503076
122,notUsed,tree,Use trees - notUsed,Use trees,0,0,high,0.0,0.0
123,notUsed,tree,Use trees - notUsed,Use trees,0,0,carrySuit,0.0,0.0
124,notUsed,tree,Use trees - notUsed,Use trees,0,1,total,138416.85452288756,138416.85452288756
125,notUsed,tree,Use trees - notUsed,Use trees,0,1,dead,2663.94485090741,2663.94485090741
126,notUsed,tree,Use trees - notUsed,Use trees,0,1,high,0.0,0.0
127,notUsed,tree,Use trees - notUsed,Use trees,0,1,carrySuit,0.0,0.0
128,notUsed,tree,Use trees - notUsed,Use trees,0,2,total,138399.70048555726,138399.70048555726
129,notUsed,tree,Use trees - notUsed,Use trees,0,2,dead,2659.628269372693,2659.628269372693
130,notUsed,tree,Use trees - notUsed,Use trees,0,2,high,0.0,0.0
131,notUsed,tree,Use trees - notUsed,Use trees,0,2,carrySuit,0.0,0.0
132,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,total,137621.92612450756,137621.92612450756
133,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,dead,960.5243168705033,960.5243168705033
134,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,high,0.0,0.0
135,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,carrySuit,0.0,0.0
136,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,total,138422.65445343696,138422.65445343696
137,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,dead,2624.3676815971385,2624.3676815971385
138,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,high,0.0,0.0
139,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,carrySuit,0.0,0.0
140,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,total,138383.49602271774,138383.49602271774
141,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,dead,2641.8484006391013,2641.8484006391013
142,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,high,0.0,0.0
143,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,carrySuit,0.0,0.0
144,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,total,275279.6255002179,275279.6255002179
145,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,dead,2028.0210286938411,2028.0210286938411
146,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,high,0.0,0.0
147,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,0,carrySuit,0.0,0.0
148,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,total,276843.50593731995,276843.50593731995
149,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,dead,5308.233355024123,5308.233355024123
150,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,high,0.0,0.0
151,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,1,carrySuit,0.0,0.0
152,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,total,276823.78873792186,276823.78873792186
153,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,dead,5307.104228921253,5307.104228921253
154,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,high,0.0,0.0
155,notUsed,tree,"Use trees, maintain trees, renew trees, and source cheaply - notUsed","Use trees, maintain trees, renew trees, and source cheaply",0,2,carrySuit,0.0,0.0
156,notUsed,pole,Use poles - notUsed,Use poles,0,0,total,155.56421183164244,496.88208623747084
157,notUsed,pole,Use poles - notUsed,Use poles,0,0,dead,0.0,5.569972519231355
158,notUsed,pole,Use poles - notUsed,Use poles,0,0,high,32.71882617104272,0.0
159,notUsed,pole,Use poles - notUsed,Use poles,0,0,carrySuit,0.0,0.0
160,notUsed,pole,Use poles - notUsed,Use poles,0,1,total,155.56421183164244,498.0017546907408
161,notUsed,pole,Use poles - notUsed,Use poles,0,1,dead,0.0,9.946118279934533
162,notUsed,pole,Use poles - notUsed,Use poles,0,1,high,32.71882617104272,0.0
163,notUsed,pole,Use poles - notUsed,Use poles,0,1,carrySuit,0.0,0.0
164,notUsed,pole,Use poles - notUsed,Use poles,0,2,total,155.56421183164244,498.18640105205554
165,notUsed,pole,Use poles - notUsed,Use poles,0,2,dead,0.0,10.86988054875698
166,notUsed,pole,Use poles - notUsed,Use poles,0,2,high,32.71882617104272,0.0
167,notUsed,pole,Use poles - notUsed,Use poles,0,2,carrySuit,0.0,0.0
168,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,0,total,756.6687268054088,495.6793502706754
169,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,0,dead,0.0,5.359780798446703
170,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,0,high,157.11092935507068,0.0
171,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,0,carrySuit,0.0,0.0
172,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,1,total,756.6687268054088,497.7059325746527
173,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,1,dead,0.0,8.172036625907767
174,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,1,high,157.11092935507068,0.0
175,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,1,carrySuit,0.0,0.0
176,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,2,total,756.6687268054088,497.29912306696207
177,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,2,dead,0.0,9.50638297323283
178,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,2,high,157.11092935507068,0.0
179,notUsed,pole,"Use poles, source as cheaply as possible - notUsed","Use poles, source as cheaply as possible",0,2,carrySuit,0.0,0.0
180,notUsed,tree,Use trees - notUsed,Use trees,0,0,total,137641.49298358578,137641.49298358578
181,notUsed,tree,Use trees - notUsed,Use trees,0,0,dead,1017.1067147809954,1017.1067147809954
182,notUsed,tree,Use trees - notUsed,Use trees,0,0,high,0.0,0.0
183,notUsed,tree,Use trees - notUsed,Use trees,0,0,carrySuit,0.0,0.0
184,notUsed,tree,Use trees - notUsed,Use trees,0,1,total,138416.47540306955,138416.47540306955
185,notUsed,tree,Use trees - notUsed,Use trees,0,1,dead,2653.4279473938473,2653.4279473938473
186,notUsed,tree,Use trees - notUsed,Use trees,0,1,high,0.0,0.0
187,notUsed,tree,Use trees - notUsed,Use trees,0,1,carrySuit,0.0,0.0
188,notUsed,tree,Use trees - notUsed,Use trees,0,2,total,138419.17906008952,138419.17906008952
189,notUsed,tree,Use trees - notUsed,Use trees,0,2,dead,2661.7501135755383,2661.7501135755383
190,notUsed,tree,Use trees - notUsed,Use trees,0,2,high,0.0,0.0
191,notUsed,tree,Use trees - notUsed,Use trees,0,2,carrySuit,0.0,0.0
192,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,total,137625.60927162538,137625.60927162538
193,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,dead,1050.4120026576056,1050.4120026576056
194,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,high,0.0,0.0
195,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,0,carrySuit,0.0,0.0
196,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,total,138380.20833698587,138380.20833698587
197,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,dead,2649.9044515143933,2649.9044515143933
198,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,high,0.0,0.0
199,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,1,carrySuit,0.0,0.0
200,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,total,138397.70161794985,138397.70161794985
201,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,dead,2650.1778005407687,2650.1778005407687
202,notUsed,tree,"Use trees, maintain trees, and renew trees in cycles - notUsed","Use trees, maintain trees, and renew trees in cycles",0,2,high,0.0,0.0
